city,title,language,time,money
Київ,Tech Lead,TypeScript,8р,6000
Київ,Senior,JavaScript,10р,6000
Харків,Tech Lead,C# / .NET,8р,6000
Київ,Team Lead,Swift,8р,6000
Київ,Architect,Java,9р,6000
Ужгород,Architect,Ruby,10р,6000
Київ,Team Lead,TypeScript,6р,6000
Київ,Team Lead,Java,7р,6000
Харків,Senior,TypeScript,8р,6000
Київ,Senior,C# / .NET,10р,6000
Київ,Senior,Python,8р,6000
Львів,Senior,Java,6р,6000
Харків,Senior,Java,10р,6000
Одеса,Senior,Swift,10р,6000
Харків,Tech Lead,Java,8р,6000
Київ,Architect,C# / .NET,9р,6000
Львів,Senior,C++,6р,6000
Київ,Senior,Kotlin,10р,6000
Одеса,Senior,Java,9р,6000
Київ,Senior,Kotlin,7р,6000
Львів,Senior,Swift,5р,6000
Львів,Team Lead,C# / .NET,10р,6000
Львів,Architect,TypeScript,5р,6000
Миколаїв,Tech Lead,Java,6р,6000
Київ,Senior,Swift,9р,6000
Львів,Senior,C# / .NET,7р,6000
Київ,Tech Lead,JavaScript,8р,6000
Одеса,Team Lead,Kotlin,6р,6000
Одеса,Team Lead,JavaScript,8р,6000
Харків,Team Lead,TypeScript,10р,6000
Львів,Senior,Swift,6р,6000
Київ,Senior,C# / .NET,8р,6000
Харків,Team Lead,JavaScript,6р,6000
Київ,Team Lead,PHP,10р,6000
Одеса,Architect,Java,10р,6000
Харків,Team Lead,Java,10р,6000
Київ,Tech Lead,PHP,10р,6000
Одеса,Team Lead,Java,10р,6000
Київ,Team Lead,C# / .NET,10р,6000
Київ,Architect,TypeScript,10р,6000
Київ,Tech Lead,Java,10р,6000
Львів,Senior,Swift,5р,6000
Харків,Senior,TypeScript,10р,6000
Київ,Senior,Ruby,10р,6000
Київ,Senior,Java,7р,6000
Київ,Team Lead,Python,9р,6000
Київ,Tech Lead,PHP,8р,6000
Київ,Senior,C# / .NET,9р,6000
Харків,Middle,JavaScript,5р,6000
Київ,Tech Lead,Scala,10р,6000
Львів,Senior,JavaScript,9р,6000
Дніпро,Architect,Ruby,8р,6000
Одеса,Senior,PHP,10р,6000
Дніпро,Team Lead,Dart,10р,6000
Львів,Senior,Swift,5р,6000
Інше,Senior,Kotlin,5р,6000
Київ,Senior,TypeScript,9р,6000
Одеса,Senior,C# / .NET,10р,6000
Львів,Senior,Swift,5р,6000
Київ,Senior,TypeScript,10р,6000
Тернопіль,Tech Lead,C# / .NET,4р,6000
Київ,Senior,TypeScript,9р,6000
Одеса,Senior,Java,7р,6000
Львів,Senior,C# / .NET,8р,6000
Київ,Team Lead,C# / .NET,10р,6000
Київ,Senior,Python,8р,6000
Харків,Team Lead,JavaScript,5р,6000
Київ,Senior,TypeScript,8р,6000
Київ,Senior,C++,10р,6000
Київ,Tech Lead,C# / .NET,7р,6000
Київ,Tech Lead,Java,10р,6000
Львів,Senior,Java,6р,6000
Львів,Senior,C# / .NET,6р,6000
Київ,Team Lead,TypeScript,10р,6000
Харків,Architect,Go,10р,6000
Київ,Tech Lead,C# / .NET,10р,6000
Київ,Senior,Java,7р,6000
Київ,Team Lead,Scala,6р,6000
Харків,Team Lead,Swift,7р,6000
Львів,Senior,Python,7р,6000
Харків,Team Lead,TypeScript,10р,6000
Київ,Tech Lead,PHP,10р,6000
Київ,Tech Lead,Swift,7р,6000
Тернопіль,Senior,C# / .NET,10р,6000
Львів,Tech Lead,C# / .NET,10р,6000
Київ,Tech Lead,Java,7р,6000
Київ,Team Lead,Java,10р,6000
Харків,Tech Lead,C# / .NET,10р,6000
Київ,Senior,TypeScript,10р,6000
Одеса,Senior,Ruby,9р,6000
Київ,Tech Lead,TypeScript,9р,6000
Київ,Senior,JavaScript,10р,6000
Київ,Tech Lead,C# / .NET,10р,6000
Київ,Senior,Kotlin,8р,6000
Київ,Senior,Kotlin,6р,6000
Київ,Architect,Java,10р,6000
Київ,Tech Lead,Java,10р,6000
Київ,Senior,Java,10р,6000
Київ,Team Lead,C# / .NET,10р,6000
Житомир,Team Lead,Python,10р,6000
Київ,Architect,Java,10р,6000
Київ,Team Lead,Kotlin,10р,6000
Вінниця,Senior,Java,10р,6000
Київ,Tech Lead,PHP,7р,6000
Харків,Senior,C,10р,6000
Харків,Tech Lead,JavaScript,9р,6000
Харків,Team Lead,Python,10р,6000
Київ,Tech Lead,JavaScript,7р,6000
Київ,Senior,JavaScript,10р,6000
Дніпро,Senior,C# / .NET,7р,6000
Київ,Senior,JavaScript,10р,6000
Київ,Senior,TypeScript,8р,6000
Київ,Architect,C# / .NET,10р,6000
Харків,Senior,JavaScript,10р,6000
Київ,Team Lead,TypeScript,10р,6000
Київ,Senior,C,10р,6000
Київ,Team Lead,Ruby,10р,6000
Дніпро,Senior,C,10р,6000
Харків,Middle,Swift,9р,6000
Київ,Team Lead,Clojure,10р,6000
Івано-Франківськ,Senior,Java,7р,6000
Київ,Tech Lead,Java,10р,6000
Львів,Senior,TypeScript,7р,6000
Київ,Senior,C# / .NET,10р,6000
Житомир,Senior,Haskell,3р,6000
Київ,Junior,Java,"0,5р",600
Чернігів,Junior,C# / .NET,"0,25р",600
Київ,Junior,C# / .NET,"0,25р",600
Дніпро,Junior,Ruby,"0,25р",600
Київ,Junior,TypeScript,"0,25р",600
Харків,Junior,JavaScript,"0,25р",600
Луцьк,Junior,JavaScript,1р,600
Дніпро,Junior,Ruby,"0,25р",600
Київ,Junior,Python,"0,5р",600
Київ,Junior,TypeScript,"0,25р",600
Львів,Junior,JavaScript,1р,600
Львів,Junior,Salesforce Apex,"0,5р",600
Інше,Junior,PHP,2р,600
Дніпро,Junior,TypeScript,1р,600
Харків,Junior,JavaScript,"1,5р",600
Вінниця,Junior,Dart,"1,5р",600
Київ,Junior,Python,1р,600
Луцьк,Junior,JavaScript,"0,25р",600
Львів,Junior,Ruby,"0,5р",600
Київ,Junior,JavaScript,"0,5р",600
Дніпро,Junior,JavaScript,"1,5р",600
Київ,Junior,C# / .NET,"1,5р",600
Львів,Junior,Salesforce Apex,"0,5р",600
Харків,Junior,Ruby,"0,25р",600
Львів,Junior,JavaScript,"0,5р",600
Львів,Junior,JavaScript,"0,5р",600
Івано-Франківськ,Junior,JavaScript,1р,600
Львів,Junior,Python,"0,5р",600
Дніпро,Junior,C# / .NET,"0,25р",600
Київ,Junior,JavaScript,1р,600
Інше,Junior,PHP,"1,5р",600
Хмельницький,Junior,PHP,1р,600
Львів,Junior,Salesforce Apex,"0,5р",600
Львів,Junior,TypeScript,"0,5р",600
Дніпро,Junior,C# / .NET,2р,600
Харків,Junior,Objective-C,1р,600
Київ,Junior,Dart,"0,5р",600
Харків,Junior,C# / .NET,1р,600
Івано-Франківськ,Junior,Python,"1,5р",600
Дніпро,Junior,Java,"0,25р",600
Житомир,Junior,PHP,"1,5р",600
Інше,Middle,Python,4р,600
Харків,Junior,JavaScript,1р,600
Львів,Junior,C,1р,600
Дніпро,Junior,Python,"0,5р",600
Харків,Junior,JavaScript,"0,5р",600
Київ,Junior,JavaScript,1р,600
Інше,Junior,JavaScript,2р,600
Луцьк,Junior,JavaScript,3р,600
Київ,Junior,C++,2р,600
Львів,Junior,JavaScript,"0,5р",600
Миколаїв,Junior,PHP,3р,600
Львів,Junior,C# / .NET,2р,600
Київ,Junior,Java,"0,5р",600
Одеса,Junior,Java,"0,5р",600
Львів,Junior,JavaScript,"0,5р",600
Львів,Junior,SQL,1р,600
Київ,Junior,JavaScript,"0,25р",600
Запоріжжя,Junior,Python,1р,600
Дніпро,Junior,C# / .NET,"0,5р",600
Дніпро,Junior,C# / .NET,5р,600
Львів,Junior,Java,"0,25р",600
Рівне,Junior,PHP,2р,600
Інше,Junior,C# / .NET,"0,25р",600
Чернівці,Junior,JavaScript,1р,600
Харків,Junior,Go,"0,25р",600
Суми,Junior,C# / .NET,2р,600
Дніпро,Senior,C++,10р,600
Харків,Junior,JavaScript,1р,600
Київ,Junior,TypeScript,"0,25р",600
Київ,Intern/Trainee,Java,"0,25р",600
Кропивницький,Junior,C# / .NET,1р,600
Харків,Junior,PHP,"0,5р",600
Вінниця,Junior,Kotlin,1р,600
Київ,Junior,Python,"0,25р",600
Вінниця,Junior,Kotlin,"0,5р",600
Київ,Junior,JavaScript,"0,25р",600
Київ,Junior,JavaScript,1р,600
Харків,Junior,C# / .NET,4р,600
Київ,Junior,Java,"0,25р",600
Львів,Junior,JavaScript,1р,600
Харків,Junior,PHP,4р,600
Харків,Junior,JavaScript,"0,25р",600
Хмельницький,Junior,TypeScript,"0,5р",600
Одеса,Junior,Swift,4р,600
Дніпро,Intern/Trainee,C++,"0,25р",600
Чернівці,Junior,TypeScript,"0,25р",600
Київ,Junior,"Мови розробки БД (PL/SQL, Transact-SQL)","1,5р",600
Інше,Junior,C# / .NET,"0,5р",600
Чернігів,Junior,Java,"1,5р",600
Київ,Intern/Trainee,Swift,7р,600
Вінниця,Junior,JavaScript,"1,5р",600
Харків,Team Lead,C# / .NET,10р,5980
Львів,Tech Lead,C# / .NET,9р,5970
Львів,Middle,Java,3р,5937
Київ,Senior,Kotlin,8р,5933
Житомир,Architect,C# / .NET,10р,5900
Одеса,Tech Lead,TypeScript,10р,5900
Київ,Senior,TypeScript,6р,5900
Харків,Senior,TypeScript,4р,5900
Київ,Tech Lead,Java,9р,5900
Одеса,Senior,Ruby,7р,5900
Львів,Architect,Java,10р,5900
Київ,Team Lead,JavaScript,10р,5900
Харків,Senior,C# / .NET,8р,5890
Київ,Senior,JavaScript,6р,5850
Київ,Tech Lead,TypeScript,10р,5850
Київ,Team Lead,TypeScript,10р,5850
Київ,Architect,Java,10р,5850
Львів,Senior,JavaScript,7р,5830
Харків,Senior,C# / .NET,4р,5800
Одеса,Senior,Kotlin,10р,5800
Київ,Senior,TypeScript,4р,5800
Львів,Senior,Python,10р,5800
Київ,Senior,Java,6р,5800
Київ,Tech Lead,Kotlin,6р,5800
Київ,Senior,JavaScript,10р,5800
Київ,Senior,TypeScript,6р,5800
Київ,Team Lead,Java,4р,5800
Київ,Team Lead,C# / .NET,10р,5800
Київ,Tech Lead,Python,7р,5800
Київ,Senior,Java,10р,5800
Київ,Tech Lead,Java,6р,5800
Київ,Team Lead,TypeScript,10р,5800
Київ,Middle,PHP,9р,5800
Харків,Senior,Java,10р,5800
Львів,Tech Lead,Ruby,8р,5800
Львів,Senior,SQL,7р,5800
Львів,Senior,TypeScript,6р,5800
Київ,Senior,Swift,9р,5800
Київ,Tech Lead,TypeScript,10р,5800
Інше,Senior,PHP,6р,5800
Київ,Tech Lead,PHP,10р,5800
Одеса,Senior,Go,10р,5800
Львів,Tech Lead,TypeScript,10р,5800
Київ,Senior,C++,10р,5800
Київ,Senior,JavaScript,9р,5800
Київ,Team Lead,PHP,8р,5800
Київ,Senior,Java,8р,5800
Маріуполь,Senior,JavaScript,10р,5800
Київ,Senior,C# / .NET,10р,5800
Київ,Team Lead,Java,10р,5800
Харків,Senior,Ruby,10р,5800
Харків,Junior,TypeScript,"1,5р",580
Харків,Junior,JavaScript,"0,5р",580
Львів,Team Lead,Java,6р,5775
Київ,Intern/Trainee,C++,"0,25р",577
Київ,Senior,PHP,10р,5750
Львів,Senior,Swift,7р,5750
Київ,Senior,JavaScript,10р,5750
Дніпро,Senior,Swift,5р,5750
Київ,Senior,C# / .NET,10р,5750
Львів,Middle,Swift,3р,5700
Вінниця,Senior,Swift,6р,5700
Київ,Senior,Java,5р,5700
Вінниця,Middle,Java,4р,5700
Київ,Senior,Scala,4р,5700
Чернівці,Senior,JavaScript,6р,5700
Полтава,Senior,TypeScript,6р,5700
Харків,Senior,JavaScript,8р,5700
Полтава,Senior,Clojure,10р,5700
Львів,Tech Lead,C# / .NET,6р,5700
Київ,Senior,Java,6р,5700
Київ,Senior,Swift,9р,5700
Івано-Франківськ,Team Lead,JavaScript,10р,5700
Київ,Senior,Kotlin,4р,5700
Київ,Senior,TypeScript,8р,5700
Львів,Senior,Kotlin,6р,5700
Львів,Senior,C# / .NET,7р,5700
Львів,Tech Lead,C# / .NET,8р,5700
Львів,Team Lead,Kotlin,10р,5700
Харків,Senior,TypeScript,6р,5700
Вінниця,Senior,Swift,10р,5700
Інше,Senior,Swift,10р,5700
Київ,Team Lead,Kotlin,6р,5700
Київ,Senior,Java,5р,5700
Львів,Senior,JavaScript,5р,5700
Дніпро,Senior,TypeScript,9р,5700
Харків,Senior,JavaScript,7р,5700
Львів,Senior,Scala,6р,5700
Київ,Team Lead,Java,9р,5700
Львів,Senior,C# / .NET,7р,5700
Київ,Senior,Java,6р,5700
Київ,Team Lead,PHP,10р,5700
Київ,Senior,JavaScript,10р,5700
Київ,Team Lead,Go,7р,5700
Київ,Team Lead,Java,6р,5700
Львів,Senior,Kotlin,7р,5700
Київ,Architect,Java,10р,5700
Київ,Tech Lead,TypeScript,10р,5700
Львів,Team Lead,Java,10р,5700
Львів,Senior,Ruby,6р,5700
Харків,Senior,TypeScript,9р,5700
Київ,Senior,Java,6р,5700
Київ,Senior,C# / .NET,10р,5700
Київ,Senior,Python,10р,5700
Суми,Senior,C# / .NET,10р,5700
Київ,Senior,Ruby,10р,5700
Львів,Tech Lead,C# / .NET,10р,5700
Київ,Senior,JavaScript,7р,5700
Київ,Tech Lead,C# / .NET,7р,5700
Київ,Tech Lead,Python,10р,5700
Київ,Team Lead,TypeScript,8р,5700
Львів,Team Lead,TypeScript,9р,5700
Одеса,Tech Lead,C# / .NET,9р,5700
Київ,Senior,JavaScript,6р,5700
Київ,Team Lead,C++,10р,5700
Київ,Architect,Java,8р,5700
Львів,Senior,JavaScript,10р,5700
Львів,Tech Lead,TypeScript,9р,5700
Київ,Senior,Scala,9р,5700
Київ,Tech Lead,C++,10р,5700
Київ,Team Lead,Ruby,10р,5700
Одеса,Team Lead,JavaScript,10р,5700
Луцьк,Architect,SQL,10р,5700
Харків,Senior,Java,10р,5700
Київ,Architect,Rust,10р,5700
Дніпро,Senior,C# / .NET,10р,5700
Львів,Architect,Python,10р,5700
Київ,Senior,TypeScript,10р,5700
Львів,Junior,Python,1р,570
Київ,Intern/Trainee,C++,1р,570
Одеса,Junior,TypeScript,"0,5р",570
Інше,Senior,Pascal/Delphi,10р,569
Львів,Senior,Kotlin,10р,5650
Львів,Tech Lead,C# / .NET,4р,5650
Вінниця,Team Lead,C# / .NET,10р,5650
Львів,Senior,Go,4р,5650
Київ,Senior,Kotlin,8р,5650
Київ,Team Lead,JavaScript,10р,5650
Житомир,Senior,TypeScript,10р,5650
Київ,Tech Lead,PHP,10р,5605
Харків,Middle,JavaScript,3р,5600
Дніпро,Tech Lead,Go,3р,5600
Львів,Senior,Java,4р,5600
Київ,Senior,Java,8р,5600
Одеса,Team Lead,C# / .NET,4р,5600
Київ,Senior,TypeScript,5р,5600
Харків,Team Lead,Java,7р,5600
Київ,Senior,PHP,6р,5600
Харків,Senior,Swift,6р,5600
Київ,Senior,TypeScript,6р,5600
Харків,Senior,PHP,9р,5600
Івано-Франківськ,Senior,C# / .NET,10р,5600
Львів,Team Lead,JavaScript,5р,5600
Кривий Ріг,Senior,TypeScript,10р,5600
Київ,Senior,Java,10р,5600
Івано-Франківськ,Tech Lead,Salesforce Apex,4р,5600
Харків,Tech Lead,Java,8р,5600
Харків,Senior,TypeScript,10р,5600
Київ,Senior,TypeScript,5р,5600
Одеса,Senior,C,10р,5600
Київ,Architect,C# / .NET,10р,5600
Львів,Tech Lead,Kotlin,10р,5600
Київ,Senior,C# / .NET,6р,5600
Київ,Senior,Objective-C,10р,5600
Київ,Senior,Java,8р,5600
Київ,Senior,TypeScript,9р,5600
Київ,Architect,PHP,10р,5600
Київ,Architect,Java,10р,5600
Харків,Senior,JavaScript,8р,5600
Львів,Team Lead,Java,10р,5600
Київ,Senior,JavaScript,7р,5600
Київ,Senior,JavaScript,6р,5600
Львів,Tech Lead,Go,8р,5600
Хмельницький,Senior,Ruby,10р,5600
Київ,Senior,Java,9р,5600
Львів,Junior,C++,"0,5р",560
Харків,Junior,JavaScript,"0,5р",560
Житомир,Junior,PHP,"0,5р",560
Київ,Middle,C# / .NET,10р,5570
Київ,Senior,Java,6р,5550
Київ,Junior,TypeScript,"0,5р",555
Дніпро,Tech Lead,C# / .NET,9р,5525
Харків,Team Lead,Java,10р,5525
Харків,Team Lead,Java,6р,5510
Львів,Senior,Kotlin,9р,5510
Київ,Senior,C# / .NET,10р,5510
Львів,Senior,Kotlin,6р,5500
Київ,Middle,C# / .NET,2р,5500
Київ,Senior,JavaScript,5р,5500
Дніпро,Senior,JavaScript,4р,5500
Одеса,Middle,Java,2р,5500
Львів,Senior,TypeScript,3р,5500
Київ,Senior,TypeScript,5р,5500
Харків,Team Lead,Java,4р,5500
Харків,Senior,Kotlin,7р,5500
Львів,Senior,Java,4р,5500
Київ,Senior,Dart,4р,5500
Вінниця,Middle,JavaScript,3р,5500
Івано-Франківськ,Senior,Swift,7р,5500
Київ,Middle,Python,5р,5500
Київ,Senior,Java,5р,5500
Інше,Senior,C++,7р,5500
Київ,Senior,Java,5р,5500
Харків,Senior,Java,4р,5500
Львів,Middle,Ruby,5р,5500
Івано-Франківськ,Tech Lead,JavaScript,9р,5500
Запоріжжя,Senior,PHP,9р,5500
Дніпро,Senior,JavaScript,6р,5500
Київ,Senior,TypeScript,7р,5500
Київ,Senior,JavaScript,6р,5500
Київ,Senior,JavaScript,7р,5500
Харків,Senior,C# / .NET,6р,5500
Київ,Senior,Java,7р,5500
Київ,Senior,JavaScript,4р,5500
Київ,Senior,JavaScript,5р,5500
Київ,Senior,TypeScript,5р,5500
Львів,Senior,TypeScript,7р,5500
Київ,Senior,TypeScript,5р,5500
Київ,Tech Lead,JavaScript,9р,5500
Харків,Tech Lead,JavaScript,8р,5500
Київ,Senior,JavaScript,4р,5500
Львів,Senior,C++,9р,5500
Київ,Senior,"Мови розробки БД (PL/SQL, Transact-SQL)",5р,5500
Черкаси,Senior,Java,9р,5500
Київ,Senior,Kotlin,4р,5500
Дніпро,Middle,Swift,4р,5500
Київ,Senior,Java,8р,5500
Дніпро,Senior,JavaScript,9р,5500
Київ,Senior,C# / .NET,8р,5500
Ужгород,Senior,Swift,5р,5500
Київ,Senior,Python,5р,5500
Київ,Senior,PHP,10р,5500
Київ,Senior,C# / .NET,10р,5500
Харків,Senior,Scala,7р,5500
Київ,Senior,Java,7р,5500
Харків,Tech Lead,PHP,10р,5500
Львів,Senior,PHP,6р,5500
Харків,Senior,Python,5р,5500
Київ,Senior,Ruby,10р,5500
Вінниця,Senior,JavaScript,9р,5500
Львів,Senior,Python,6р,5500
Київ,Senior,TypeScript,3р,5500
Київ,Senior,Kotlin,10р,5500
Київ,Tech Lead,Python,7р,5500
Київ,Senior,JavaScript,5р,5500
Київ,Senior,Java,4р,5500
Київ,Tech Lead,PHP,10р,5500
Київ,Senior,Scala,7р,5500
Київ,Tech Lead,Kotlin,10р,5500
Львів,Tech Lead,TypeScript,5р,5500
Дніпро,Senior,C# / .NET,9р,5500
Інше,Senior,JavaScript,4р,5500
Київ,Team Lead,JavaScript,6р,5500
Київ,Senior,Kotlin,5р,5500
Київ,Senior,Java,8р,5500
Львів,Senior,C# / .NET,4р,5500
Інше,Senior,Swift,6р,5500
Київ,Senior,PHP,6р,5500
Київ,Senior,PHP,10р,5500
Дніпро,Senior,JavaScript,8р,5500
Львів,Tech Lead,TypeScript,6р,5500
Київ,Senior,C++,8р,5500
Дніпро,Senior,C# / .NET,8р,5500
Київ,Senior,PHP,10р,5500
Київ,Team Lead,JavaScript,10р,5500
Ужгород,Tech Lead,PHP,7р,5500
Харків,Team Lead,JavaScript,10р,5500
Харків,Senior,C# / .NET,7р,5500
Київ,Tech Lead,C# / .NET,10р,5500
Львів,Senior,C# / .NET,8р,5500
Дніпро,Senior,Kotlin,6р,5500
Львів,Senior,TypeScript,7р,5500
Львів,Senior,Java,5р,5500
Житомир,Senior,TypeScript,6р,5500
Київ,Senior,Swift,5р,5500
Львів,Senior,Java,7р,5500
Львів,Senior,Kotlin,5р,5500
Львів,Team Lead,Java,9р,5500
Львів,Team Lead,Java,6р,5500
Львів,Senior,Java,10р,5500
Київ,Senior,Kotlin,6р,5500
Львів,Senior,Java,10р,5500
Харків,Senior,Swift,8р,5500
Львів,Senior,JavaScript,8р,5500
Київ,Senior,C# / .NET,7р,5500
Ужгород,Senior,Kotlin,5р,5500
Київ,Senior,C++,9р,5500
Дніпро,Senior,Kotlin,6р,5500
Київ,Senior,Java,10р,5500
Львів,Senior,Dart,7р,5500
Дніпро,Tech Lead,TypeScript,6р,5500
Інше,Senior,Python,10р,5500
Київ,Tech Lead,Go,7р,5500
Харків,Team Lead,Java,10р,5500
Черкаси,Architect,Java,10р,5500
Київ,Senior,JavaScript,8р,5500
Вінниця,Senior,C# / .NET,10р,5500
Львів,Senior,TypeScript,8р,5500
Харків,Senior,C# / .NET,10р,5500
Київ,Senior,C++,10р,5500
Київ,Team Lead,C# / .NET,6р,5500
Київ,Senior,Kotlin,10р,5500
Івано-Франківськ,Tech Lead,JavaScript,10р,5500
Київ,Team Lead,C# / .NET,8р,5500
Київ,Senior,Python,6р,5500
Київ,Team Lead,PHP,10р,5500
Івано-Франківськ,Senior,Java,10р,5500
Київ,Senior,Java,5р,5500
Львів,Senior,Java,10р,5500
Київ,Senior,Rust,6р,5500
Дніпро,Architect,PHP,10р,5500
Київ,Senior,TypeScript,7р,5500
Львів,Architect,Java,10р,5500
Київ,Team Lead,PHP,10р,5500
Київ,Senior,JavaScript,6р,5500
Львів,Senior,C# / .NET,10р,5500
Київ,Tech Lead,JavaScript,10р,5500
Київ,Senior,TypeScript,10р,5500
Львів,Team Lead,Python,8р,5500
Київ,Senior,C# / .NET,10р,5500
Київ,Senior,Swift,10р,5500
Київ,Tech Lead,Python,10р,5500
Київ,Senior,Python,10р,5500
Київ,Senior,JavaScript,5р,5500
Рівне,Team Lead,TypeScript,5р,5500
Київ,Tech Lead,C# / .NET,10р,5500
Київ,Team Lead,TypeScript,10р,5500
Київ,Team Lead,PHP,9р,5500
Київ,Senior,Go,10р,5500
Київ,Senior,Go,10р,5500
Київ,Team Lead,Java,9р,5500
Київ,Team Lead,TypeScript,6р,5500
Київ,Senior,Kotlin,10р,5500
Київ,Senior,TypeScript,5р,5500
Київ,Senior,Java,10р,5500
Київ,Senior,Clojure,10р,5500
Одеса,Senior,Java,9р,5500
Київ,Senior,Java,10р,5500
Харків,Senior,Swift,10р,5500
Київ,Senior,Ruby,10р,5500
Київ,Senior,Kotlin,10р,5500
Київ,Tech Lead,PHP,10р,5500
Харків,Team Lead,C# / .NET,10р,5500
Київ,Team Lead,JavaScript,5р,5500
Одеса,Senior,PHP,9р,5500
Київ,Senior,Java,7р,5500
Київ,Tech Lead,C# / .NET,10р,5500
Київ,Team Lead,Clojure,10р,5500
Київ,Team Lead,Python,9р,5500
Київ,Tech Lead,C++,10р,5500
Львів,Middle,Java,4р,5500
Київ,Senior,C# / .NET,10р,5500
Київ,Team Lead,Java,10р,5500
Київ,Team Lead,Kotlin,10р,5500
Київ,Tech Lead,Swift,9р,5500
Київ,Senior,Swift,9р,5500
Одеса,Senior,Objective-C,10р,5500
Інше,Junior,JavaScript,"0,5р",550
Харків,Junior,JavaScript,1р,550
Чернівці,Junior,JavaScript,1р,550
Львів,Junior,JavaScript,"0,5р",550
Дніпро,Junior,C# / .NET,1р,550
Кропивницький,Junior,Swift,"1,5р",550
Хмельницький,Junior,TypeScript,2р,550
Чернігів,Junior,Salesforce Apex,1р,550
Харків,Junior,TypeScript,"0,5р",550
Полтава,Junior,Kotlin,"0,5р",550
Івано-Франківськ,Junior,Dart,"0,5р",550
Харків,Junior,TypeScript,"0,5р",550
Харків,Junior,TypeScript,"0,5р",550
Миколаїв,Junior,Python,1р,550
Житомир,Junior,PHP,"0,5р",550
Дніпро,Junior,Ruby,"0,25р",550
Львів,Junior,Java,"0,5р",550
Рівне,Junior,JavaScript,1р,550
Київ,Junior,C# / .NET,"0,5р",550
Інше,Junior,PHP,1р,550
Інше,Junior,Python,"0,5р",550
Івано-Франківськ,Intern/Trainee,Ruby,"0,25р",550
Одеса,Junior,JavaScript,"0,5р",550
Київ,Intern/Trainee,C++,"0,25р",550
Київ,Junior,Java,"0,25р",550
Київ,Intern/Trainee,PHP,"1,5р",548
Дніпро,Senior,C# / .NET,7р,5450
Харків,Architect,C# / .NET,10р,5450
Одеса,Senior,Ruby,10р,5425
Київ,Tech Lead,C# / .NET,7р,5420
Київ,Senior,TypeScript,6р,5400
Львів,Senior,C# / .NET,9р,5400
Київ,Tech Lead,Java,5р,5400
Житомир,Senior,Java,9р,5400
Київ,Tech Lead,Java,10р,5400
Харків,Senior,PHP,8р,5400
Львів,Senior,JavaScript,10р,5400
Київ,Senior,TypeScript,7р,5400
Київ,Senior,C# / .NET,5р,5400
Одеса,Middle,Python,6р,5400
Київ,Team Lead,Java,6р,5400
Київ,Senior,Python,10р,5400
Київ,Tech Lead,PHP,8р,5400
Київ,Team Lead,Java,10р,5400
Київ,Senior,Scala,10р,5400
Київ,Tech Lead,TypeScript,10р,5400
Харків,Team Lead,Swift,10р,5400
Київ,Senior,TypeScript,8р,5400
Київ,Team Lead,C++,10р,5400
Львів,Team Lead,TypeScript,10р,5400
Харків,Team Lead,TypeScript,7р,5400
Київ,Senior,JavaScript,10р,5400
Київ,Senior,Python,10р,5400
Київ,Team Lead,JavaScript,6р,5400
Київ,Senior,Rust,10р,5400
Київ,Team Lead,PHP,10р,5400
Львів,Intern/Trainee,Java,"0,5р",540
Дніпро,Middle,Python,10р,5362
Харків,Architect,Java,10р,5360
Дніпро,Architect,C# / .NET,10р,5350
Харків,Senior,Java,4р,5350
Львів,Team Lead,JavaScript,10р,5350
Дніпро,Senior,JavaScript,5р,5300
Харків,Senior,Java,3р,5300
Київ,Senior,Kotlin,4р,5300
Харків,Senior,C# / .NET,6р,5300
Львів,Senior,TypeScript,5р,5300
Суми,Senior,C# / .NET,8р,5300
Київ,Team Lead,TypeScript,6р,5300
Київ,Senior,C# / .NET,9р,5300
Київ,Senior,Go,5р,5300
Київ,Middle,TypeScript,4р,5300
Харків,Senior,C# / .NET,4р,5300
Дніпро,Tech Lead,Java,10р,5300
Дніпро,Senior,Java,10р,5300
Харків,Senior,TypeScript,5р,5300
Харків,Senior,TypeScript,5р,5300
Київ,Team Lead,PHP,9р,5300
Львів,Senior,JavaScript,10р,5300
Львів,Senior,PHP,6р,5300
Львів,Senior,C,8р,5300
Дніпро,Architect,Java,10р,5300
Інше,Architect,PHP,10р,5300
Харків,Senior,C,10р,5300
Київ,Senior,C++,10р,5300
Київ,Senior,TypeScript,10р,5300
Київ,Senior,JavaScript,7р,5300
Київ,Senior,Java,7р,5300
Львів,Tech Lead,TypeScript,10р,5300
Київ,Team Lead,Kotlin,8р,5300
Одеса,Middle,C++,5р,5300
Київ,Team Lead,JavaScript,6р,5300
Київ,Team Lead,PHP,10р,5300
Київ,Senior,TypeScript,10р,5300
Київ,Senior,TypeScript,7р,5300
Вінниця,Senior,C# / .NET,10р,5300
Харків,Tech Lead,Java,9р,5300
Київ,Team Lead,Ruby,10р,5300
Маріуполь,Senior,JavaScript,10р,5300
Київ,Team Lead,C++,10р,5300
Київ,Senior,TypeScript,10р,5300
Київ,Senior,TypeScript,6р,5300
Львів,Tech Lead,Python,9р,5300
Івано-Франківськ,Senior,JavaScript,8р,5300
Київ,Team Lead,Java,10р,5300
Київ,Senior,C# / .NET,10р,5300
Київ,Senior,Swift,10р,5300
Київ,Senior,Python,7р,5300
Одеса,Tech Lead,Java,10р,5300
Черкаси,Team Lead,Kotlin,10р,5300
Одеса,Senior,Python,10р,5300
Рівне,Junior,C# / .NET,"1,5р",530
